3428,"[-0.76650507 -0.70244686 -0.7600005  -0.683855   -0.6901779  -0.70244686
 -0.6901779  -0.77117497 -0.72554646 -0.683855   -0.70565392 -0.73641482
 -0.70244686]"
3429,"[-0.63583032 -0.63583032 -0.64590963 -0.66247273 -0.63583032 -0.65724641
 -0.683855   -0.68566727 -0.67081945 -0.63583032 -0.683855   -0.70319124
 -0.68665405]"
3941,"[-0.73641482 -0.73103553 -0.73103553 -0.73764028 -0.73103553 -0.73103553
 -0.74168652 -0.77575147 -0.74168652 -0.74685279 -0.74168652 -0.74168652
 -0.77945015]"
8037,"[-0.85028989 -0.85028989 -0.89202419 -0.84723459 -0.84723459 -0.85909405
 -0.85621842 -0.8532841  -0.85028989 -0.87003284 -0.88251998 -0.8532841
 -0.87263218]"
8165,"[-0.97712947 -0.97758688 -0.97850168 -0.97882523 -0.98009391 -0.97758688
 -0.9805426  -0.97758688 -0.97992044 -0.97712947 -0.97803515 -0.97750862
 -0.97758688]"
8167,"[-0.99994119 -0.99993338 -0.99993338 -0.99994757 -0.9999345  -0.99993469
 -0.99993471 -0.99993471 -0.99993504 -0.99993338 -0.99993471 -0.99993485
 -0.9999337 ]"
1,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
4225,"[-0.99999308 -0.99999347 -0.99999335 -0.99999304 -0.99999293 -0.99999322
 -0.99999293 -0.99999361 -0.99999336 -0.99999293 -0.99999334 -0.99999359
 -0.99999334]"
6273,"[-0.98825815 -0.98717466 -0.98674499 -0.98748675 -0.987774   -0.98674499
 -0.98701009 -0.98726988 -0.98726988 -0.98674499 -0.98752449 -0.98752449
 -0.98676277]"
6529,"[-0.87934606 -0.87517953 -0.89593122 -0.89164017 -0.89380736 -0.88717219
 -0.87263218 -0.89164017 -0.88486958 -0.88942874 -0.87263218 -0.87263218
 -0.88486958]"
6545,"[-0.72730507 -0.77575147 -0.76173987 -0.73733547 -0.73103553 -0.7221524
 -0.72404209 -0.74620592 -0.71994536 -0.74168652 -0.74168652 -0.71994536
 -0.72173987]"
6613,"[-0.74685279 -0.71422996 -0.78893908 -0.80135115 -0.70839792 -0.76650507
 -0.74685279 -0.71994536 -0.70839792 -0.74168652 -0.70839792 -0.74168652
 -0.71422996]"
7133,"[-0.97618646 -0.97618646 -0.97673608 -0.97632653 -0.97520456 -0.97520456
 -0.97635602 -0.97532163 -0.97758688 -0.97548727 -0.97618646 -0.97550773
 -0.97618646]"
7165,"[-0.99987283 -0.99987389 -0.9999017  -0.99987538 -0.99987538 -0.99987787
 -0.9998896  -0.99987787 -0.99990268 -0.99988909 -0.99988043 -0.99989554
 -0.99987283]"
2050,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
6146,"[-0.99959109 -0.99958098 -0.99960562 -0.99957692 -0.9995842  -0.99957561
 -0.99959449 -0.99958409 -0.99977064 -0.99979079 -0.99976687 -0.99978879
 -0.99975726]"
6690,"[-0.87263218 -0.87263218 -0.88385944 -0.88486958 -0.87875035 -0.87375888
 -0.88942874 -0.87003284 -0.88260518 -0.87143364 -0.87263218 -0.87263218
 -0.87003284]"
6694,"[-0.70244686 -0.71937144 -0.73641482 -0.71264258 -0.74168652 -0.69637434
 -0.71422996 -0.74685279 -0.70244686 -0.72554646 -0.70839792 -0.71994536
 -0.72554646]"
7078,"[-0.69269606 -0.71422996 -0.69400125 -0.6901779  -0.70244686 -0.683855
 -0.70350137 -0.683855   -0.683855   -0.69637434 -0.69099345 -0.684255
 -0.69637434]"
8166,"[-0.98205312 -0.98205312 -0.98205312 -0.98276381 -0.98131312 -0.98247958
 -0.98205312 -0.98168685 -0.98310854 -0.98359046 -0.98344637 -0.98237601
 -0.98131312]"
3072,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
7168,"[-0.99743386 -0.99995646 -0.99995716 -0.99995371 -0.9999598  -0.99995274
 -0.99748508 -0.99753549 -0.99995697 -0.99995396 -0.99995674 -0.9999542
 -0.99768526]"
7170,"[-0.98540689 -0.98619844 -0.98464363 -0.98473145 -0.98503683 -0.98344637
 -0.98410189 -0.98473145 -0.98441985 -0.98652271 -0.98344637 -0.98344637
 -0.98441985]"
7330,"[-0.74168652 -0.71994536 -0.71994536 -0.74685279 -0.71994536 -0.73103553
 -0.80135115 -0.72554646 -0.76173987 -0.72554646 -0.71994536 -0.71994536
 -0.72554646]"
7410,"[-0.72554646 -0.71422996 -0.73641482 -0.70839792 -0.73103553 -0.70839792
 -0.71994536 -0.76650507 -0.70839792 -0.73103553 -0.77117497 -0.73641482
 -0.73103553]"
7414,"[-0.86467392 -0.8532841  -0.85621842 -0.85621842 -0.8461389  -0.84411693
 -0.85621842 -0.85621842 -0.85621842 -0.84723459 -0.87517953 -0.84723459
 -0.85028989]"
7926,"[-0.97932686 -0.97666273 -0.97758688 -0.97771474 -0.96399863 -0.97666273
 -0.98503683 -0.97755102 -0.97847444 -0.97666273 -0.97770479 -0.97741486
 -0.97712947]"
8183,"[-1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -0.96544423 -1.         -1.
 -1.        ]"
128,"[-0.88298678 -0.882384   -0.96       -0.96       -0.9208     -1.
 -0.96       -0.9208     -1.         -1.         -1.         -0.9608
 -0.89841783]"
384,"[-0.96384284 -1.         -1.         -0.99999969 -1.         -0.99999965
 -0.99999967 -0.99999965 -0.99999964 -0.99999963 -0.99999968 -0.99999966
 -0.99999965]"
392,"[-0.99781319 -0.99998587 -0.9999857  -0.99998663 -0.99998591 -0.99998622
 -0.99998565 -0.99998565 -0.99998555 -0.99998615 -0.99998604 -0.99998536
 -0.99998668]"
393,"[-0.98399893 -0.98473756 -0.98345299 -0.98442608 -0.98344637 -0.98464664
 -0.98375882 -0.98440117 -0.98380288 -0.98377744 -0.98377744 -0.98441985
 -0.98410189]"
457,"[-0.86569906 -0.8609681  -0.8532841  -0.85909405 -0.86191217 -0.86191217
 -0.8532841  -0.85677878 -0.85621842 -0.86250629 -0.85788876 -0.85745707
 -0.85413052]"
4553,"[-0.73641482 -0.75191573 -0.73103553 -0.72554646 -0.72554646 -0.7407623
 -0.76183517 -0.76818772 -0.74867706 -0.72554646 -0.74201689 -0.73103553
 -0.73103553]"
4585,"[-0.70839792 -0.69239604 -0.69649579 -0.69369374 -0.70244686 -0.69241059
 -0.71994536 -0.69637434 -0.69285872 -0.70244686 -0.71994536 -0.69637434
 -0.69649579]"
5625,"[-0.86467392 -0.88942874 -0.86467392 -0.87003284 -0.86738044 -0.87191718
 -0.89380736 -0.86191217 -0.86191217 -0.87263218 -0.87501752 -0.86467392
 -0.87003284]"
5629,"[-0.97418217 -0.97430394 -0.97418217 -0.97425013 -0.97539881 -0.9746256
 -0.97444966 -0.97469853 -0.97469643 -0.97638637 -0.97532471 -0.97449519
 -0.97418217]"
7677,"[-0.99983794 -0.99983126 -0.99984436 -0.99982072 -0.99985351 -0.99982106
 -0.99984297 -0.99982079 -0.99982782 -0.99981997 -0.99982072 -0.99984912
 -0.99982072]"
512,"[-0.99918961 -1.         -0.99927025 -0.99916076 -0.99923727 -0.99923727
 -0.99923727 -1.         -0.99913898 -1.         -0.99920582 -0.99917307
 -1.        ]"
768,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
769,"[-0.99998594 -0.98387862 -0.99998314 -0.99998506 -0.9999865  -0.99998444
 -0.98482779 -0.98387885 -0.99998627 -0.98387884 -0.99998347 -0.98420066
 -0.99998323]"
897,"[-0.99132783 -0.99059793 -0.99152454 -0.99115085 -0.99059793 -0.99167125
 -0.99167125 -0.99078597 -0.99078597 -0.99126296 -0.99059793 -0.99040605
 -0.99071705]"
945,"[-0.73103553 -0.77575147 -0.74168652 -0.75687742 -0.73103553 -0.73641482
 -0.77111106 -0.73103553 -0.76173987 -0.74168652 -0.74168652 -0.73103553
 -0.75191573]"
2995,"[-0.71994536 -0.70244686 -0.683855   -0.73103553 -0.6901779  -0.72554646
 -0.71422996 -0.70244686 -0.73103553 -0.72554646 -0.683855   -0.75191573
 -0.69637434]"
7103,"[-0.99985644 -0.99988314 -0.99988147 -0.99985644 -0.99985707 -0.99987071
 -0.99986355 -0.9998597  -0.99985932 -0.99985806 -0.99988918 -0.99989716
 -0.99985932]"
1056,"[-0.99999895 -0.99999895 -0.99999905 -0.99999896 -1.         -0.99999899
 -0.99999896 -0.99999901 -1.         -1.         -1.         -0.99999908
 -0.999999  ]"
5152,"[-0.99995162 -0.99995013 -0.99995004 -0.99994999 -0.99994994 -0.99995363
 -0.99995466 -0.99995051 -0.99995049 -0.99994996 -0.99995077 -0.99994991
 -0.99995281]"
7200,"[-0.98938629 -0.98801852 -0.98849298 -0.98985711 -0.98849298 -0.98825815
 -0.98825815 -0.98849298 -0.98801852 -0.98894866 -0.98825815 -0.98872312
 -0.98894866]"
7208,"[-0.89164017 -0.88942874 -0.89593122 -0.89593122 -0.89593122 -0.89164017
 -0.88942874 -0.89801259 -0.91146213 -0.88942874 -0.89380736 -0.89164017
 -0.90401027]"
7976,"[-0.65710931 -0.66673298 -0.65025144 -0.65710931 -0.6526276  -0.65724641
 -0.67854633 -0.65039134 -0.69385973 -0.65724641 -0.65025144 -0.66578961
 -0.65738351]"
7980,"[-0.6901779  -0.71422996 -0.70244686 -0.70244686 -0.69637434 -0.71422996
 -0.70232784 -0.72554646 -0.70244686 -0.6901779  -0.73103553 -0.69637434
 -0.707656  ]"
7996,"[-0.86738044 -0.8532841  -0.8532841  -0.85486542 -0.85621842 -0.8532841
 -0.86467392 -0.87003284 -0.8532841  -0.8532841  -0.85621842 -0.85909405
 -0.87767594]"
8124,"[-0.98093175 -0.98205312 -0.98014551 -0.9805426  -0.98093175 -0.98014551
 -0.98014551 -0.98130564 -0.98032945 -0.98014551 -0.97992801 -0.9809603
 -0.98029828]"
256,"[-0.9886125  -1.         -1.         -0.98942847 -1.         -1.
 -0.9885692  -1.         -1.         -1.         -1.         -0.9885692
 -1.        ]"
258,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
274,"[-0.99998729 -0.98321514 -0.98223676 -0.99998776 -0.99998677 -0.98287325
 -0.98542839 -0.98216632 -0.99998704 -0.99998961 -0.98216676 -0.99998822
 -0.98321529]"
306,"[-0.98531126 -0.98551278 -0.98544587 -0.98524885 -0.98513859 -0.98587586
 -0.98533609 -0.98562937 -0.98533609 -0.98533609 -0.98562937 -0.98533609
 -0.98562937]"
314,"[-0.89110639 -0.88942874 -0.88717219 -0.89164017 -0.88486958 -0.88717219
 -0.88486958 -0.88942874 -0.88942874 -0.90050747 -0.88940549 -0.88717219
 -0.89164017]"
315,"[-0.77117497 -0.74685279 -0.78023644 -0.73641482 -0.77575147 -0.74685279
 -0.77117497 -0.73641482 -0.73641482 -0.73641482 -0.78893908 -0.73641482
 -0.74168652]"
319,"[-0.65724641 -0.71994536 -0.683855   -0.66410148 -0.66410148 -0.74685279
 -0.6901779  -0.67740306 -0.6901779  -0.69637434 -0.69637434 -0.683855
 -0.71994536]"
4415,"[-0.74685279 -0.72093786 -0.70415255 -0.72554646 -0.70244686 -0.74685279
 -0.70775705 -0.70839792 -0.70839792 -0.71422996 -0.70244686 -0.72554646
 -0.71422996]"
5119,"[-0.99991337 -0.99991296 -0.99991441 -0.99991252 -0.9999098  -0.9999098
 -0.99991319 -0.99991072 -0.99991067 -0.9999098  -0.99991337 -0.9999116
 -0.99992009]"
4096,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
4100,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
4101,"[-0.99997563 -0.99996845 -0.99997261 -0.98808949 -0.98789667 -0.98808939
 -0.98878898 -0.99996925 -0.98808922 -0.99996898 -0.98808956 -0.9885602
 -0.99996781]"
4165,"[-0.98153301 -0.98276381 -0.98131312 -0.98168685 -0.98168685 -0.98237917
 -0.98257144 -0.9821199  -0.98185202 -0.98131312 -0.98168685 -0.98169848
 -0.98241205]"
6213,"[-0.89380736 -0.86467392 -0.86467392 -0.87105707 -0.86738044 -0.88717219
 -0.87767594 -0.87517953 -0.87517953 -0.87517953 -0.87003284 -0.87003284
 -0.87767594]"
6245,"[-0.71994536 -0.75191573 -0.70839792 -0.73103553 -0.70244686 -0.71284367
 -0.70839792 -0.74168652 -0.71422996 -0.72554646 -0.71994536 -0.70244686
 -0.70839792]"
6759,"[-0.77117497 -0.74168652 -0.73641482 -0.73641482 -0.73641482 -0.74306856
 -0.73641482 -0.73641482 -0.73103553 -0.73103553 -0.74685279 -0.74168652
 -0.75191573]"
6887,"[-0.87003284 -0.87003284 -0.87263218 -0.87003284 -0.8713     -0.87517953
 -0.88486958 -0.87517953 -0.87003284 -0.89380736 -0.87115943 -0.87003284
 -0.87115943]"
6895,"[-0.97618646 -0.98014551 -0.977555   -0.98008188 -0.97915843 -0.97618646
 -0.97786544 -0.97666273 -0.97939404 -0.97712947 -0.97985604 -0.97712947
 -0.97803515]"
7935,"[-0.99999806 -0.99999799 -0.99999762 -0.99999732 -0.96414736 -0.99999781
 -0.99999721 -0.99999726 -0.99999796 -0.99999817 -0.99999789 -0.99999803
 -0.99999725]"
64,"[-1.         -0.99999894 -0.99999881 -0.99999904 -1.         -0.99995907
 -0.99999889 -0.99999875 -0.99999886 -1.         -0.99999908 -1.
 -0.99999888]"
6208,"[-0.99999347 -0.99999307 -0.98420477 -0.98388226 -0.99999334 -0.99999307
 -0.99999332 -0.99999383 -0.98355342 -0.99999379 -0.99999361 -0.98308805
 -0.9832176 ]"
6728,"[-0.87517953 -0.87263218 -0.88942874 -0.87767594 -0.90781146 -0.87263218
 -0.86191217 -0.85621842 -0.86467392 -0.86804576 -0.87517953 -0.87003284
 -0.85909405]"
7752,"[-0.73103553 -0.73103553 -0.73641482 -0.74168652 -0.76650507 -0.74685279
 -0.74685279 -0.74685279 -0.75191573 -0.76173987 -0.76173987 -0.73103553
 -0.74168652]"
8024,"[-0.73641482 -0.70244686 -0.70106274 -0.70244686 -0.71994536 -0.69637434
 -0.6901779  -0.70704149 -0.70244686 -0.74685279 -0.72297887 -0.69637434
 -0.69353385]"
8026,"[-0.85028989 -0.85621842 -0.85028989 -0.84503386 -0.85028989 -0.85501408
 -0.84093564 -0.8532841  -0.86191217 -0.84093564 -0.84093564 -0.84093564
 -0.84503386]"
8030,"[-0.97816061 -0.97929196 -0.97876991 -0.98014551 -0.98241205 -0.97920094
 -0.98344637 -0.97847444 -0.97803515 -0.97987796 -0.97803515 -0.97890495
 -0.97828017]"
8190,"[-1.         -0.99999963 -0.99999962 -0.9999996  -0.99999967 -0.99999962
 -0.99999967 -0.99999962 -0.99999964 -0.99999956 -0.99999956 -0.99999958
 -0.95676516]"
5,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
