0,3
1000,1
2000,1
3000,2
4000,2
5000,2
6000,4
7000,2
8000,5
9000,3
10000,2
11000,4
12000,1
13000,1
14000,2
15000,5
16000,3
17000,4
18000,3
19000,4
20000,3
21000,3
22000,2
23000,3
24000,2
25000,3
26000,3
27000,2
28000,2
29000,3
30000,3
31000,3
32000,2
33000,2
34000,3
35000,4
36000,1
37000,1
38000,3
39000,2
40000,2
41000,7
42000,3
43000,4
44000,4
45000,2
46000,4
47000,3
48000,2
49000,2
50000,2
51000,4
52000,3
53000,2
54000,2
55000,4
56000,2
57000,4
58000,3
59000,3
60000,1
61000,1
62000,2
63000,4
64000,5
65000,3
66000,4
67000,2
68000,3
69000,2
70000,2
71000,2
72000,4
73000,3
74000,4
75000,3
76000,3
77000,4
78000,3
79000,2
80000,4
81000,1
82000,5
83000,3
84000,4
85000,5
86000,1
87000,5
88000,1
89000,2
90000,4
91000,2
92000,4
93000,3
94000,3
95000,0
96000,2
97000,1
98000,5
99000,4
100000,3
101000,1
102000,4
103000,2
104000,2
105000,2
106000,4
107000,2
108000,4
109000,4
110000,3
111000,3
112000,2
113000,2
114000,1
115000,3
116000,3
117000,4
118000,1
119000,2
120000,3
121000,2
122000,3
123000,2
124000,3
125000,3
126000,4
127000,2
128000,1
129000,1
130000,5
131000,2
132000,2
133000,3
134000,3
135000,3
136000,3
137000,0
138000,3
139000,3
140000,1
141000,5
142000,4
143000,0
144000,4
145000,1
146000,3
147000,3
148000,1
149000,3
150000,0
151000,4
152000,3
153000,3
154000,2
155000,4
156000,1
157000,2
158000,2
159000,3
160000,4
161000,1
162000,3
163000,2
164000,4
165000,4
166000,2
167000,3
168000,3
169000,2
170000,2
171000,6
172000,4
173000,1
174000,1
175000,4
176000,3
177000,4
178000,4
179000,4
180000,4
181000,0
182000,2
183000,2
184000,4
185000,2
186000,2
187000,2
188000,1
189000,4
190000,3
191000,3
192000,1
193000,2
194000,1
195000,1
196000,3
197000,2
198000,2
199000,2
200000,2
201000,3
202000,6
203000,5
204000,1
205000,4
206000,2
207000,1
208000,2
209000,3
210000,5
211000,4
212000,1
213000,2
214000,1
215000,2
216000,2
217000,3
218000,2
219000,1
220000,3
221000,4
222000,2
223000,3
224000,6
225000,3
226000,5
227000,1
228000,1
229000,3
230000,1
231000,5
232000,2
233000,0
234000,3
235000,4
236000,1
237000,4
238000,3
239000,1
240000,2
241000,2
242000,3
243000,3
244000,1
245000,3
246000,4
247000,3
248000,1
249000,2
250000,4
251000,4
252000,1
253000,3
254000,5
255000,4
256000,2
257000,4
258000,5
259000,3
260000,1
261000,1
262000,1
263000,2
264000,3
265000,3
266000,4
267000,2
268000,3
269000,2
270000,2
271000,3
272000,1
273000,3
274000,3
275000,2
276000,5
277000,3
278000,1
279000,4
280000,2
281000,5
282000,4
283000,3
284000,5
285000,5
286000,3
287000,3
288000,2
289000,2
290000,3
291000,2
292000,2
293000,2
294000,1
295000,3
296000,2
297000,3
298000,3
299000,2
300000,2
301000,3
302000,3
303000,3
304000,2
305000,3
306000,4
307000,3
308000,2
309000,2
310000,4
311000,2
312000,3
313000,5
314000,4
315000,4
316000,4
317000,0
318000,4
319000,1
320000,5
321000,5
322000,2
323000,3
324000,2
325000,2
326000,3
327000,3
328000,3
329000,2
330000,6
331000,1
332000,4
333000,2
334000,3
335000,3
336000,3
337000,3
338000,1
339000,4
340000,1
341000,4
342000,3
343000,2
344000,3
345000,3
346000,0
347000,2
348000,1
349000,5
350000,1
351000,5
352000,3
353000,1
354000,3
355000,0
356000,0
357000,4
358000,2
359000,2
360000,1
361000,1
362000,2
363000,3
364000,1
365000,3
366000,2
367000,0
368000,0
369000,3
370000,4
371000,4
372000,1
373000,3
374000,5
375000,2
376000,2
377000,3
378000,4
379000,3
380000,3
381000,2
382000,2
383000,2
384000,3
385000,4
386000,3
387000,7
388000,1
389000,1
390000,5
391000,6
392000,1
393000,5
394000,4
395000,5
396000,4
397000,4
398000,1
399000,2
400000,2
401000,4
402000,2
403000,1
404000,2
405000,1
406000,3
407000,4
408000,3
409000,3
410000,2
411000,2
412000,3
413000,1
414000,3
415000,3
416000,3
417000,1
418000,3
419000,2
420000,2
421000,3
422000,1
423000,4
424000,5
425000,3
426000,2
427000,2
428000,1
429000,3
430000,1
431000,2
432000,1
433000,1
434000,3
435000,2
436000,0
437000,2
438000,3
439000,4
440000,4
441000,2
442000,2
443000,2
444000,3
445000,1
446000,4
447000,3
448000,3
449000,5
450000,2
451000,3
452000,2
453000,1
454000,3
455000,4
456000,3
457000,3
458000,3
459000,1
460000,3
461000,3
462000,4
463000,6
464000,1
465000,3
466000,2
467000,2
468000,3
469000,1
470000,3
471000,2
472000,2
473000,3
474000,3
475000,2
476000,2
477000,5
478000,3
479000,2
480000,4
481000,5
482000,3
483000,1
484000,4
485000,3
486000,4
487000,1
488000,2
489000,5
490000,2
491000,1
492000,3
493000,4
494000,1
495000,2
496000,0
497000,2
498000,1
499000,1
500000,3
501000,3
502000,3
503000,3
504000,2
505000,6
506000,1
507000,3
508000,5
509000,5
510000,4
