0,0
32,11
40,8
1064,1
1128,1
1144,4
1146,9
3450,1
3962,2
4090,9
4095,0
4,10
5,7
517,1
519,4
551,4
623,6
879,2
4975,0
7023,7
8175,8
128,0
1152,5
1408,5
1424,10
3472,1
7572,1
7574,1
7646,0
8159,7
512,0
514,1
578,11
582,9
710,9
974,1
5070,2
5086,0
5118,0
6142,12
4132,3
4196,1
5220,2
5348,0
5372,1
7679,3
2,12
3,7
259,6
771,0
2819,3
2947,3
7043,1
7107,0
8131,4
8147,8
8179,9
8187,3
1028,3
1060,5
1324,12
1325,3
1405,6
3453,1
7549,7
8189,11
64,10
320,0
2372,5
2388,1
7508,3
7636,0
8148,5
8149,1
4096,6
4100,0
4164,0
4165,9
6213,0
6341,4
6343,1
7367,2
7879,0
7911,9
2048,9
2304,2
2432,9
3456,9
3968,10
3984,7
4016,4
8112,12
1024,0
1056,2
3104,0
7200,12
7216,3
7217,0
7281,6
7793,3
8053,5
8061,5
96,9
104,11
1640,6
3688,2
4074,4
4075,2
1088,4
1089,0
1091,7
3139,2
7491,0
7495,3
7503,7
7647,0
8,9
136,0
200,3
2248,9
6344,10
6348,7
6604,6
8140,6
8157,7
16,12
80,2
88,2
120,5
121,12
5241,3
5759,10
7807,0
6,0
4102,4
6150,8
6790,7
6806,1
6838,1
6847,6
7167,2
7,7
263,6
271,2
287,1
831,6
959,6
5055,5
1,1
4097,0
4113,0
4121,5
4249,9
4253,11
4317,6
6399,3
7935,4
1026,0
1030,3
1062,1
1126,7
1150,2
7678,10
129,9
145,6
4241,3
6545,2
7569,2
7573,1
7581,12
8125,11
516,6
1540,1
1804,10
5900,7
7948,10
7964,2
8030,9
8062,12
4608,10
4616,6
4680,5
4808,0
4840,6
6888,7
7912,9
7928,3
4229,10
4237,6
6797,1
6799,1
7823,10
8143,9
610,11
2658,6
2674,5
2938,3
3066,5
4094,1
4098,0
4099,9
6211,2
6339,8
7363,10
8163,10
2336,0
2352,0
2360,0
3384,4
3512,2
4029,7
4093,0
36,4
292,5
804,7
805,11
807,1
935,3
951,1
5119,11
4864,3
4866,8
4867,3
4883,12
5907,0
5971,3
5979,6
6011,0
2056,0
2184,1
2186,2
2218,6
2474,2
6570,3
6586,0
8122,7
8127,6
2128,2
3152,8
7280,6
7289,1
7417,12
7419,10
1027,8
3587,3
3591,5
3847,4
3911,0
4039,2
4047,1
530,6
538,7
602,3
2650,1
2778,5
8158,7
4101,12
4133,2
4135,1
6183,0
7207,6
7727,4
7871,4
256,2
288,7
2848,7
3872,8
4024,0
4089,2
3457,0
3469,1
3501,0
3581,7
7677,2
552,2
556,9
812,4
940,5
956,0
1980,12
1982,8
6078,3
6143,1
2052,11
6148,0
6149,0
6981,6
8013,5
8029,11
68,1
76,4
332,0
4444,4
4572,4
5084,2
6108,3
4224,9
4240,4
6288,12
6360,4
6361,1
6395,0
6907,2
7931,1
34,5
98,2
2146,0
2786,3
3042,6
3058,0
3070,3
7166,10
1025,8
1057,8
3105,5
3617,8
4001,0
4017,1
4081,0
8183,9
4112,7
4248,8
5272,2
7320,3
7352,3
7416,0
7421,2
7423,12
193,0
457,0
2505,5
3037,8
7133,4
7165,4
1664,6
3712,9
3714,8
3722,8
3726,2
7918,3
7934,5
2064,0
2576,6
3600,0
3664,1
3792,2
3800,8
3802,11
7898,6
8154,1
1072,7
1328,9
3576,1
3577,11
48,0
56,12
58,12
4154,6
4219,1
4987,10
4991,1
6015,2
5640,8
7688,2
7691,3
7947,10
7951,5
8015,8
1156,0
1188,4
1189,1
3253,4
3261,9
3773,5
257,9
273,1
281,1
2329,5
6425,7
7453,7
7583,7
1029,12
3077,9
3141,0
3653,12
7781,8
7797,9
130,12
131,5
163,5
6323,1
6327,8
6911,0
192,8
2240,8
2496,6
2498,10
3523,5
4067,2
4083,1
33,12
545,0
673,1
677,4
741,8
2789,9
2797,3
12,6
4172,0
6220,1
6364,5
6397,5
2560,4
2592,6
2594,3
6690,11
6691,0
6695,10
6823,5
7847,6
544,1
2656,4
2682,1
3067,10
4091,0
7168,12
7682,11
7686,1
7718,0
7974,6
8102,1
8167,0
264,0
312,3
4408,0
4410,3
4411,9
4415,1
4543,4
3072,7
3176,4
3179,5
3691,0
7787,6
8059,1
1040,7
1042,3
1174,9
3254,4
3510,0
7614,12
7615,6
4226,6
4482,10
4483,3
5071,9
5087,8
1344,2
5441,4
5473,0
5497,3
5501,0
392,1
408,2
412,0
444,10
2492,6
2556,0
2559,2
6655,2
2561,1
2625,3
2881,9
2883,3
2899,2
6995,4
7123,2
8151,9
640,0
4736,5
4744,5
5770,1
5787,4
6047,4
1568,10
1632,1
3808,1
3812,5
7909,11
7917,8
17,12
4369,8
4377,5
5465,2
5593,6
5625,8
6137,10
41,5
1321,1
5417,3
5547,5
7611,0
7675,3
1045,6
3125,3
3509,1
4023,11
4087,0
1124,6
1140,3
5236,6
7412,1
7414,0
4104,4
4106,11
4170,2
4202,6
4203,9
5355,4
7403,9
6146,6
6162,4
6194,7
6195,4
6707,0
6715,10
7739,8
144,0
146,2
1170,4
5270,2
5271,2
5279,2
5855,0
5887,5
2180,3
2182,5
2183,8
6279,0
6791,7
7079,0
7095,9
7159,1
1136,10
5232,9
5240,1
5244,0
5500,9
5503,7
3200,7
3201,12
3265,5
3289,7
3801,4
3805,0
3837,0
4560,7
5584,8
6096,1
6098,6
8146,1
8150,9
4480,5
5504,2
5568,4
6080,4
8132,11
4162,0
5186,0
5194,1
5738,10
5739,6
8063,5
4108,4
6188,2
6204,2
6716,4
6719,2
513,4
2565,8
2629,3
2661,6
3045,3
7149,2
4228,0
5252,12
7300,9
7556,8
8076,2
8172,11
8174,12
5120,9
7680,0
7809,1
8073,2
8153,10
8155,10
2320,8
6416,11
6544,9
6616,6
7640,7
7644,1
7676,11
2068,5
3092,8
3348,0
3988,11
3990,8
4022,0
8118,2
2178,7
6278,7
6294,0
6814,2
7838,0
7903,7
4184,6
4186,1
4190,3
4318,2
6152,7
6156,5
6412,2
6476,1
6477,3
6509,2
4641,11
4657,1
4659,7
4663,1
4791,0
5815,3
7863,6
8119,0
35,5
1123,3
1379,1
1383,12
1391,9
1407,6
3583,4
2058,6
2059,10
3083,1
3211,8
3227,7
3231,2
3295,3
7391,3
4904,4
6954,0
7082,5
7099,8
1160,10
1162,11
1163,7
3275,1
3787,0
3791,0
7887,4
66,0
70,0
590,8
622,7
5742,4
5871,11
7919,8
24,1
26,2
30,9
286,8
350,1
862,6
4958,2
6110,7
8190,12
21,1
2069,4
2325,9
3349,0
7445,2
7477,6
7479,12
7607,9
9,11
13,4
2125,9
2253,3
2509,0
6605,3
6621,5
576,4
848,8
849,4
977,1
981,0
5077,4
5109,1
5117,8
19,0
4115,10
4123,8
4187,1
5723,12
5851,8
258,5
322,4
1346,10
1358,2
1390,1
1518,9
1519,9
5615,1
3744,0
3748,3
3814,2
8182,3
1537,3
1801,4
1803,6
1931,2
3979,0
8075,2
8095,0
4355,3
4427,7
4971,4
7019,2
8047,0
6280,0
6281,12
7369,9
7625,5
8137,2
1076,3
7796,8
7926,6
5172,5
7284,8
7924,5
8180,12
352,8
864,9
865,6
1889,7
1905,2
3955,0
111,2
367,0
2543,0
6639,8
7151,4
1058,1
5154,2
7202,2
7218,0
7219,8
7923,6
81,5
83,0
4179,0
4439,7
4447,6
5471,5
194,5
1218,0
1234,3
1490,0
1498,1
1502,5
5630,6
2196,2
3220,5
3222,1
7350,2
7606,1
4800,12
5825,2
5829,0
5861,0
6272,4
6352,1
6356,3
6388,1
6645,2
7157,2
52,0
5300,7
5308,5
7356,12
7420,6
132,2
388,12
390,0
2438,7
3462,4
3470,5
3534,1
3236,2
3252,12
3260,0
3324,9
1280,3
1296,9
1304,2
1308,1
1340,4
3900,1
4030,6
8126,0
6400,12
6432,7
7456,9
7472,4
7476,3
7540,9
7542,1
8055,0
336,10
464,1
976,2
2000,3
6097,3
6099,5
6135,1
2688,2
2752,10
2753,3
2785,3
6889,0
6905,11
6909,3
337,7
341,2
2517,3
6647,0
2384,7
6608,2
7120,4
7152,5
7164,11
8188,1
524,6
526,5
1550,7
1582,8
3886,11
7983,9
4448,11
4452,11
4580,3
4588,2
4604,9
140,6
143,4
655,3
671,3
927,1
2975,11
10,7
42,8
554,4
618,9
2798,8
2814,1
3838,2
3839,7
5185,9
5187,1
7243,3
7247,11
7535,0
1104,1
1112,4
1116,5
1372,0
3420,0
3452,1
7551,0
6144,1
6212,3
7516,4
2060,2
2316,1
3340,8
3917,4
2586,8
2587,10
2715,5
3739,1
3771,5
3775,0
2112,3
3136,7
3137,11
7233,5
7361,8
7371,12
7407,8
4128,8
4192,5
4468,6
4596,0
4609,3
4673,4
6721,6
6753,0
7783,1
160,7
164,3
166,0
174,4
175,6
4271,4
6319,0
6335,8
2088,9
2152,6
2154,2
3194,1
7290,8
7291,10
137,9
1481,8
1513,8
3561,5
7657,0
7661,4
528,6
532,12
1556,1
1620,2
1628,3
1630,7
1662,6
290,9
306,9
818,6
2866,8
2870,3
2942,4
3966,7
768,11
800,5
808,3
936,11
938,10
1962,3
4010,6
4078,1
73,10
329,11
4555,4
6603,3
7115,11
2049,0
2065,8
2073,1
2333,8
2397,4
2909,3
2911,0
7007,1
1216,2
1220,10
1732,9
1734,6
5830,10
5838,1
5839,5
65,3
105,1
2153,9
6377,5
7915,0
49,12
2353,11
2425,2
2427,10
1044,0
5141,0
5525,7
5527,4
7575,7
779,1
811,3
891,2
5115,6
2640,10
2939,1
2943,7
7039,3
4260,5
4262,3
5287,3
5295,9
5807,5
7855,9
642,11
898,5
914,10
7058,1
7122,1
4613,3
6661,6
7757,0
7759,4
7791,8
1184,9
1698,8
5795,1
6051,7
6115,4
6123,10
6127,3
4352,6
5376,3
5440,8
7522,3
7530,0
7550,5
1536,3
1553,4
5651,0
7703,9
7735,3
4384,7
4464,2
4592,11
6640,5
6642,1
7670,8
260,0
261,3
773,6
813,4
815,2
4911,7
5508,2
5612,7
6124,2
6140,3
72,5
584,8
968,2
1992,9
6088,1
6136,1
6141,9
3157,5
7253,0
7255,2
7263,0
7519,4
1172,3
1428,9
3476,5
3548,6
3550,7
2402,0
6498,6
7010,1
7138,1
7154,3
112,0
5368,5
5624,5
3076,1
3621,4
3687,7
3695,8
3711,7
652,10
908,11
5020,11
7068,6
7070,5
2050,5
2563,10
2627,11
6731,1
6987,3
7119,8
521,9
4681,11
5705,0
5721,0
5725,1
5981,5
6109,2
4356,2
4484,12
7660,10
2114,5
6242,6
6258,1
6259,1
6515,5
7163,0
138,0
1674,11
1706,3
1770,2
5882,10
6138,0
4276,3
4340,8
4350,1
4351,3
1196,7
7341,0
7853,8
2177,4
2241,5
2257,8
2259,8
3283,0
7387,7
7899,0
20,1
3093,5
3127,5
3639,1
3895,4
4114,1
5138,8
5146,4
5658,8
5914,0
5915,7
5919,0
2324,11
2452,7
2516,1
3541,0
7637,1
7645,1
2850,10
2854,2
6950,2
7078,2
7094,2
7103,6
643,4
651,5
667,7
1691,10
1755,8
6107,2
2624,0
2768,10
2769,9
3793,6
8177,1
4177,5
4433,10
5457,2
7509,1
262,2
294,5
2342,0
2343,11
2535,10
6631,8
4233,8
6285,3
6317,2
6829,3
8173,11
387,3
419,3
423,9
487,2
999,12
1023,3
3071,8
555,9
4651,4
5675,0
5679,6
5743,0
69,6
4293,9
4581,0
5605,9
5621,6
5629,4
546,9
3618,1
3626,8
3627,0
3883,4
3947,12
4129,7
5157,9
5167,2
2577,8
3601,4
3861,7
3863,5
4055,10
4620,2
5772,6
5804,6
5805,0
5869,4
1073,1
1137,1
5233,5
5753,3
7929,10
8185,12
2581,10
2837,5
2845,7
2176,0
2192,2
